query,dataset,run_number,listener_nowrite_time
query89.sql,tpcds,7,14.46
query9.sql,tpcds,7,14.59
query90.sql,tpcds,7,13.34
query91.sql,tpcds,7,12.26
query92.sql,tpcds,7,14.43
query93.sql,tpcds,7,26.67
query94.sql,tpcds,7,18.84
query95.sql,tpcds,7,26.62
query96.sql,tpcds,7,11.55
query97.sql,tpcds,7,19.53
query98.sql,tpcds,7,14.84
query99.sql,tpcds,7,13.67
1.sql,tpch,8,31.48
10.sql,tpch,8,21.19
11.sql,tpch,8,11.85
12.sql,tpch,8,18.78
13.sql,tpch,8,18.03
14.sql,tpch,8,14.80
15.sql,tpch,8,18.58
16.sql,tpch,8,18.27
17.sql,tpch,8,33.70
18.sql,tpch,8,34.19
19.sql,tpch,8,14.84
2.sql,tpch,8,15.78
20.sql,tpch,8,17.08
21.sql,tpch,8,33.82
22.sql,tpch,8,16.26
3.sql,tpch,8,20.79
4.sql,tpch,8,27.25
5.sql,tpch,8,30.40
6.sql,tpch,8,11.95
7.sql,tpch,8,28.28
8.sql,tpch,8,26.00
9.sql,tpch,8,32.11
query1.sql,tpcds,8,15.02
query10.sql,tpcds,8,15.87
query11.sql,tpcds,8,27.89
query12.sql,tpcds,8,14.21
query13.sql,tpcds,8,14.02
query14.sql,tpcds,8,8.20
query15.sql,tpcds,8,14.80
query16.sql,tpcds,8,16.08
query17.sql,tpcds,8,30.05
query18.sql,tpcds,8,16.03
query19.sql,tpcds,8,14.14
query2.sql,tpcds,8,14.41
query20.sql,tpcds,8,13.83
query21.sql,tpcds,8,13.55
query22.sql,tpcds,8,15.20
query23.sql,tpcds,8,8.53
query24.sql,tpcds,8,8.38
query25.sql,tpcds,8,30.23
query26.sql,tpcds,8,14.02
query27.sql,tpcds,8,14.66
query28.sql,tpcds,8,19.07
query29.sql,tpcds,8,29.46
query3.sql,tpcds,8,12.84
query30.sql,tpcds,8,8.62
query31.sql,tpcds,8,20.03
query32.sql,tpcds,8,14.23
query33.sql,tpcds,8,17.17
query34.sql,tpcds,8,14.40
query35.sql,tpcds,8,16.52
query36.sql,tpcds,8,14.14
query37.sql,tpcds,8,15.14
query38.sql,tpcds,8,19.38
query39.sql,tpcds,8,8.00
query4.sql,tpcds,8,39.27
query40.sql,tpcds,8,19.88
query41.sql,tpcds,8,10.73
query42.sql,tpcds,8,12.80
query43.sql,tpcds,8,13.16
query44.sql,tpcds,8,15.26
query45.sql,tpcds,8,13.97
query46.sql,tpcds,8,15.16
query47.sql,tpcds,8,19.23
query48.sql,tpcds,8,14.84
query49.sql,tpcds,8,20.43
query5.sql,tpcds,8,20.93
query50.sql,tpcds,8,22.25
query51.sql,tpcds,8,22.40
query52.sql,tpcds,8,12.66
query53.sql,tpcds,8,13.30
query54.sql,tpcds,8,18.30
query55.sql,tpcds,8,13.66
query56.sql,tpcds,8,15.30
query57.sql,tpcds,8,15.20
query58.sql,tpcds,8,16.39
query59.sql,tpcds,8,15.94
query6.sql,tpcds,8,19.91
query60.sql,tpcds,8,15.75
query61.sql,tpcds,8,10.81
query62.sql,tpcds,8,14.37
query63.sql,tpcds,8,13.65
query64.sql,tpcds,8,36.82
query65.sql,tpcds,8,18.85
query66.sql,tpcds,8,15.89
query67.sql,tpcds,8,8.45
query68.sql,tpcds,8,14.89
query69.sql,tpcds,8,11.74
query7.sql,tpcds,8,16.06
query70.sql,tpcds,8,15.39
query71.sql,tpcds,8,14.83
query72.sql,tpcds,8,35.56
query73.sql,tpcds,8,14.01
query74.sql,tpcds,8,27.66
query75.sql,tpcds,8,23.78
query76.sql,tpcds,8,15.53
query77.sql,tpcds,8,17.07
query78.sql,tpcds,8,37.49
query79.sql,tpcds,8,14.14
query8.sql,tpcds,8,13.92
query80.sql,tpcds,8,35.56
query81.sql,tpcds,8,14.80
query82.sql,tpcds,8,16.63
query83.sql,tpcds,8,14.83
query84.sql,tpcds,8,14.25
query85.sql,tpcds,8,17.09
query86.sql,tpcds,8,13.90
query87.sql,tpcds,8,20.44
query88.sql,tpcds,8,17.49
query89.sql,tpcds,8,14.16
query9.sql,tpcds,8,15.27
query90.sql,tpcds,8,13.04
query91.sql,tpcds,8,12.72
query92.sql,tpcds,8,13.97
query93.sql,tpcds,8,31.22
query94.sql,tpcds,8,19.25
query95.sql,tpcds,8,25.76
query96.sql,tpcds,8,11.97
query97.sql,tpcds,8,20.08
query98.sql,tpcds,8,14.62
query99.sql,tpcds,8,13.75
1.sql,tpch,9,31.14
10.sql,tpch,9,22.96
11.sql,tpch,9,12.33
12.sql,tpch,9,17.94
13.sql,tpch,9,17.98
14.sql,tpch,9,14.33
15.sql,tpch,9,16.95
16.sql,tpch,9,18.00
17.sql,tpch,9,34.82
18.sql,tpch,9,34.34
19.sql,tpch,9,14.98
2.sql,tpch,9,15.40
20.sql,tpch,9,16.70
21.sql,tpch,9,32.68
22.sql,tpch,9,14.70
3.sql,tpch,9,20.02
4.sql,tpch,9,25.33
5.sql,tpch,9,36.70
6.sql,tpch,9,12.06
7.sql,tpch,9,28.94
8.sql,tpch,9,24.15
9.sql,tpch,9,30.47
query1.sql,tpcds,9,15.78
query10.sql,tpcds,9,16.38
query11.sql,tpcds,9,28.35
query12.sql,tpcds,9,14.41
query13.sql,tpcds,9,14.91
query14.sql,tpcds,9,8.78
query15.sql,tpcds,9,14.39
query16.sql,tpcds,9,15.56
query17.sql,tpcds,9,29.90
query18.sql,tpcds,9,15.60
query19.sql,tpcds,9,14.11
query2.sql,tpcds,9,14.85
query20.sql,tpcds,9,13.69
query21.sql,tpcds,9,12.97
query22.sql,tpcds,9,14.65
query23.sql,tpcds,9,8.01
query24.sql,tpcds,9,8.04
query25.sql,tpcds,9,29.77
query26.sql,tpcds,9,14.47
query27.sql,tpcds,9,15.30
query28.sql,tpcds,9,19.87
query29.sql,tpcds,9,29.49
query3.sql,tpcds,9,12.93
query30.sql,tpcds,9,8.80
query31.sql,tpcds,9,18.86
query32.sql,tpcds,9,14.38
query33.sql,tpcds,9,16.53
query34.sql,tpcds,9,13.44
query35.sql,tpcds,9,17.15
query36.sql,tpcds,9,14.60
query37.sql,tpcds,9,15.42
query38.sql,tpcds,9,20.10
query39.sql,tpcds,9,8.30
query4.sql,tpcds,9,37.89
query40.sql,tpcds,9,19.88
query41.sql,tpcds,9,10.48
query42.sql,tpcds,9,12.47
query43.sql,tpcds,9,13.33
query44.sql,tpcds,9,15.66
query45.sql,tpcds,9,13.60
query46.sql,tpcds,9,15.05
query47.sql,tpcds,9,18.46
query48.sql,tpcds,9,15.11
query49.sql,tpcds,9,20.85
query5.sql,tpcds,9,19.27
query50.sql,tpcds,9,23.47
query51.sql,tpcds,9,23.70
query52.sql,tpcds,9,13.30
query53.sql,tpcds,9,14.30
query54.sql,tpcds,9,18.87
query55.sql,tpcds,9,13.78
query56.sql,tpcds,9,15.65
query57.sql,tpcds,9,14.75
query58.sql,tpcds,9,16.89
query59.sql,tpcds,9,16.03
query6.sql,tpcds,9,24.03
query60.sql,tpcds,9,16.16
query61.sql,tpcds,9,10.19
query62.sql,tpcds,9,13.87
query63.sql,tpcds,9,13.44
query64.sql,tpcds,9,35.59
query65.sql,tpcds,9,18.16
query66.sql,tpcds,9,15.71
query67.sql,tpcds,9,8.06
query68.sql,tpcds,9,14.73
query69.sql,tpcds,9,11.53
query7.sql,tpcds,9,15.39
query70.sql,tpcds,9,15.18
query71.sql,tpcds,9,15.34
query72.sql,tpcds,9,35.99
query73.sql,tpcds,9,13.80
query74.sql,tpcds,9,28.54
query75.sql,tpcds,9,24.63
query76.sql,tpcds,9,15.17
query77.sql,tpcds,9,17.28
query78.sql,tpcds,9,35.47
query79.sql,tpcds,9,14.39
query8.sql,tpcds,9,14.23
query80.sql,tpcds,9,35.13
query81.sql,tpcds,9,14.89
query82.sql,tpcds,9,15.30
query83.sql,tpcds,9,15.18
query84.sql,tpcds,9,13.83
query85.sql,tpcds,9,17.48
query86.sql,tpcds,9,13.65
query87.sql,tpcds,9,19.59
query88.sql,tpcds,9,16.99
query89.sql,tpcds,9,14.29
query9.sql,tpcds,9,14.77
query90.sql,tpcds,9,12.21
query91.sql,tpcds,9,12.95
query92.sql,tpcds,9,14.16
query93.sql,tpcds,9,28.71
query94.sql,tpcds,9,19.96
query95.sql,tpcds,9,25.81
query96.sql,tpcds,9,11.50
query97.sql,tpcds,9,19.71
query98.sql,tpcds,9,14.37
query99.sql,tpcds,9,13.96
