query,dataset,run_number,vanilla_time_sec
query89.sql,tpcds,7,15.06
query9.sql,tpcds,7,15.26
query90.sql,tpcds,7,12.75
query91.sql,tpcds,7,13.06
query92.sql,tpcds,7,14.68
query93.sql,tpcds,7,25.15
query94.sql,tpcds,7,20.70
query95.sql,tpcds,7,26.65
query96.sql,tpcds,7,11.35
query97.sql,tpcds,7,20.73
query98.sql,tpcds,7,14.56
query99.sql,tpcds,7,14.17
1.sql,tpch,8,30.05
10.sql,tpch,8,20.22
11.sql,tpch,8,12.52
12.sql,tpch,8,17.45
13.sql,tpch,8,19.53
14.sql,tpch,8,15.03
15.sql,tpch,8,17.86
16.sql,tpch,8,17.67
17.sql,tpch,8,34.10
18.sql,tpch,8,33.74
19.sql,tpch,8,14.43
2.sql,tpch,8,16.18
20.sql,tpch,8,16.10
21.sql,tpch,8,33.52
22.sql,tpch,8,16.11
3.sql,tpch,8,19.18
4.sql,tpch,8,19.63
5.sql,tpch,8,29.12
6.sql,tpch,8,11.33
7.sql,tpch,8,29.73
8.sql,tpch,8,24.41
9.sql,tpch,8,30.67
query1.sql,tpcds,8,15.03
query10.sql,tpcds,8,16.04
query11.sql,tpcds,8,29.06
query12.sql,tpcds,8,14.47
query13.sql,tpcds,8,14.26
query14.sql,tpcds,8,fail
query15.sql,tpcds,8,14.24
query16.sql,tpcds,8,15.90
query17.sql,tpcds,8,30.20
query18.sql,tpcds,8,15.95
query19.sql,tpcds,8,15.88
query2.sql,tpcds,8,14.82
query20.sql,tpcds,8,13.61
query21.sql,tpcds,8,13.36
query22.sql,tpcds,8,14.65
query23.sql,tpcds,8,fail
query24.sql,tpcds,8,fail
query25.sql,tpcds,8,29.35
query26.sql,tpcds,8,14.71
query27.sql,tpcds,8,15.64
query28.sql,tpcds,8,20.41
query29.sql,tpcds,8,29.90
query3.sql,tpcds,8,13.21
query30.sql,tpcds,8,fail
query31.sql,tpcds,8,18.90
query32.sql,tpcds,8,13.62
query33.sql,tpcds,8,16.51
query34.sql,tpcds,8,13.56
query35.sql,tpcds,8,16.37
query36.sql,tpcds,8,14.60
query37.sql,tpcds,8,15.18
query38.sql,tpcds,8,19.08
query39.sql,tpcds,8,fail
query4.sql,tpcds,8,37.85
query40.sql,tpcds,8,19.89
query41.sql,tpcds,8,10.68
query42.sql,tpcds,8,12.70
query43.sql,tpcds,8,12.92
query44.sql,tpcds,8,14.71
query45.sql,tpcds,8,14.69
query46.sql,tpcds,8,14.87
query47.sql,tpcds,8,18.59
query48.sql,tpcds,8,14.85
query49.sql,tpcds,8,20.01
query5.sql,tpcds,8,19.54
query50.sql,tpcds,8,22.63
query51.sql,tpcds,8,23.78
query52.sql,tpcds,8,12.83
query53.sql,tpcds,8,13.98
query54.sql,tpcds,8,18.00
query55.sql,tpcds,8,13.98
query56.sql,tpcds,8,16.21
query57.sql,tpcds,8,15.57
query58.sql,tpcds,8,16.05
query59.sql,tpcds,8,16.12
query6.sql,tpcds,8,20.59
query60.sql,tpcds,8,16.27
query61.sql,tpcds,8,10.75
query62.sql,tpcds,8,14.34
query63.sql,tpcds,8,14.06
query64.sql,tpcds,8,37.75
query65.sql,tpcds,8,17.94
query66.sql,tpcds,8,16.09
query67.sql,tpcds,8,fail
query68.sql,tpcds,8,15.76
query69.sql,tpcds,8,11.92
query7.sql,tpcds,8,15.12
query70.sql,tpcds,8,16.16
query71.sql,tpcds,8,15.17
query72.sql,tpcds,8,35.43
query73.sql,tpcds,8,14.52
query74.sql,tpcds,8,27.86
query75.sql,tpcds,8,25.37
query76.sql,tpcds,8,14.57
query77.sql,tpcds,8,17.25
query78.sql,tpcds,8,36.86
query79.sql,tpcds,8,14.54
query8.sql,tpcds,8,14.31
query80.sql,tpcds,8,35.16
query81.sql,tpcds,8,15.53
query82.sql,tpcds,8,16.04
query83.sql,tpcds,8,14.58
query84.sql,tpcds,8,14.13
query85.sql,tpcds,8,17.80
query86.sql,tpcds,8,13.87
query87.sql,tpcds,8,19.87
query88.sql,tpcds,8,16.92
query89.sql,tpcds,8,14.85
query9.sql,tpcds,8,14.75
query90.sql,tpcds,8,12.81
query91.sql,tpcds,8,12.82
query92.sql,tpcds,8,13.97
query93.sql,tpcds,8,26.31
query94.sql,tpcds,8,21.73
query95.sql,tpcds,8,27.52
query96.sql,tpcds,8,11.58
query97.sql,tpcds,8,19.62
query98.sql,tpcds,8,14.78
query99.sql,tpcds,8,13.67
1.sql,tpch,9,31.81
10.sql,tpch,9,22.09
11.sql,tpch,9,12.26
12.sql,tpch,9,17.29
13.sql,tpch,9,19.45
14.sql,tpch,9,15.39
15.sql,tpch,9,16.93
16.sql,tpch,9,17.95
17.sql,tpch,9,35.09
18.sql,tpch,9,34.10
19.sql,tpch,9,14.96
2.sql,tpch,9,15.81
20.sql,tpch,9,16.96
21.sql,tpch,9,33.07
22.sql,tpch,9,16.25
3.sql,tpch,9,22.35
4.sql,tpch,9,27.05
5.sql,tpch,9,31.55
6.sql,tpch,9,12.07
7.sql,tpch,9,28.95
8.sql,tpch,9,24.20
9.sql,tpch,9,32.08
query1.sql,tpcds,9,14.67
query10.sql,tpcds,9,16.42
query11.sql,tpcds,9,28.57
query12.sql,tpcds,9,14.40
query13.sql,tpcds,9,14.79
query14.sql,tpcds,9,fail
query15.sql,tpcds,9,14.39
query16.sql,tpcds,9,16.21
query17.sql,tpcds,9,28.99
query18.sql,tpcds,9,15.70
query19.sql,tpcds,9,14.48
query2.sql,tpcds,9,14.73
query20.sql,tpcds,9,13.93
query21.sql,tpcds,9,13.63
query22.sql,tpcds,9,14.71
query23.sql,tpcds,9,fail
query24.sql,tpcds,9,fail
query25.sql,tpcds,9,30.37
query26.sql,tpcds,9,14.85
query27.sql,tpcds,9,15.06
query28.sql,tpcds,9,19.57
query29.sql,tpcds,9,29.63
query3.sql,tpcds,9,13.02
query30.sql,tpcds,9,fail
query31.sql,tpcds,9,19.79
query32.sql,tpcds,9,14.07
query33.sql,tpcds,9,16.27
query34.sql,tpcds,9,13.77
query35.sql,tpcds,9,16.82
query36.sql,tpcds,9,14.82
query37.sql,tpcds,9,15.47
query38.sql,tpcds,9,20.22
query39.sql,tpcds,9,fail
query4.sql,tpcds,9,39.10
query40.sql,tpcds,9,19.86
query41.sql,tpcds,9,10.61
query42.sql,tpcds,9,12.00
query43.sql,tpcds,9,12.78
query44.sql,tpcds,9,15.47
query45.sql,tpcds,9,13.87
query46.sql,tpcds,9,15.46
query47.sql,tpcds,9,19.26
query48.sql,tpcds,9,14.65
query49.sql,tpcds,9,20.19
query5.sql,tpcds,9,19.80
query50.sql,tpcds,9,25.08
query51.sql,tpcds,9,22.78
query52.sql,tpcds,9,13.33
query53.sql,tpcds,9,14.53
query54.sql,tpcds,9,17.80
query55.sql,tpcds,9,13.32
query56.sql,tpcds,9,15.73
query57.sql,tpcds,9,15.35
query58.sql,tpcds,9,17.21
query59.sql,tpcds,9,16.49
query6.sql,tpcds,9,22.43
query60.sql,tpcds,9,16.84
query61.sql,tpcds,9,10.41
query62.sql,tpcds,9,14.52
query63.sql,tpcds,9,13.97
query64.sql,tpcds,9,38.55
query65.sql,tpcds,9,18.79
query66.sql,tpcds,9,16.25
query67.sql,tpcds,9,fail
query68.sql,tpcds,9,15.17
query69.sql,tpcds,9,12.01
query7.sql,tpcds,9,15.69
query70.sql,tpcds,9,15.27
query71.sql,tpcds,9,14.87
query72.sql,tpcds,9,37.71
query73.sql,tpcds,9,14.18
query74.sql,tpcds,9,28.08
query75.sql,tpcds,9,25.82
query76.sql,tpcds,9,14.94
query77.sql,tpcds,9,17.73
query78.sql,tpcds,9,35.05
query79.sql,tpcds,9,14.35
query8.sql,tpcds,9,13.89
query80.sql,tpcds,9,34.04
query81.sql,tpcds,9,14.77
query82.sql,tpcds,9,16.30
query83.sql,tpcds,9,14.85
query84.sql,tpcds,9,14.21
query85.sql,tpcds,9,17.87
query86.sql,tpcds,9,13.27
query87.sql,tpcds,9,20.71
query88.sql,tpcds,9,17.23
query89.sql,tpcds,9,15.19
query9.sql,tpcds,9,15.24
query90.sql,tpcds,9,12.54
query91.sql,tpcds,9,12.99
query92.sql,tpcds,9,14.35
query93.sql,tpcds,9,29.10
query94.sql,tpcds,9,19.82
query95.sql,tpcds,9,25.31
query96.sql,tpcds,9,12.18
query97.sql,tpcds,9,19.25
query98.sql,tpcds,9,15.13
query99.sql,tpcds,9,14.01
