query_id,bytes_vod,t_vod,rows_vod,bytes_freq,t_freq,rows_freq,bytes_random,t_random,rows_random,bytes_plain,t_plain,rows_plain,value
01.sql,742781,0.128208331,493325127,742781,0.125239267,493325127,742493,0.13244973,493325127,742493,0.153104865,493325127,1
02.sql,4039749,0.501509461,2785499147,4038997,0.460650843,2785499147,4039714,0.492513183,2785499147,4038997,0.507491636,2785499147,1
03.sql,5971536,0.270665218,3604593049,4935995,0.187861268,3604593049,5971540,0.253108085,3604593049,5971540,0.274685156,3604593049,1
04.sql,15910825,2.753108395,12790350294,10436857,2.834000869,12790350294,15907971,2.724523408,12790350294,15907513,2.822390178,12790350294,1
05.sql,12431146,0.552322121,8228960149,7058999,0.410437328,8228960149,12429850,0.548732426,8228960149,12429850,0.55428827,8228960149,1
06.sql,6007205,0.512972514,3606870098,1893757,0.489580584,3606870098,6007392,0.530757464,3606870098,6007392,0.506457373,3606870098,1
07.sql,12935540,0.500231206,3635326260,3872884,0.251845817,3635326260,12935544,0.549720424,3635326260,12935544,0.520714586,3635326260,1
08.sql,5897185,0.377275807,3607149127,1947008,0.179686522,3607149127,5897185,0.381815348,3607149127,5897185,0.361561525,3607149127,1
09.sql,5912002,1.57421663,54067200075,5913767,1.547826459,54067200075,5912002,1.568650258,54067200075,5912002,1.580140291,54067200075,1
10.sql,7532183,0.306168854,6422875947,4839182,0.279970075,6422875947,7530988,0.336068511,6422875947,7531756,0.302200105,6422875947,1
11.sql,9459641,1.605730635,9182260196,5699872,1.85527734,9182260196,9457353,1.628999758,9182260196,9460234,1.621196842,9182260196,1
12.sql,1723771,0.110451916,983153049,1723206,0.122237554,983153049,1723206,0.144315627,983153049,1723206,0.116146987,983153049,1
13.sql,15588392,0.762667855,3635725127,4346578,0.373312709,3635725127,15588384,0.75352667,3635725127,15588384,0.772093054,3635725127,1
14.sql,12307188,2.136120008,19170217441,9459918,1.813089669,19170217441,12306274,2.111743107,19170217441,12306213,2.115163661,19170217441,1
15.sql,1467798,0.194892962,1804477049,1467798,0.200280614,1804477049,1467798,0.213042918,1804477049,1467798,0.205025873,1804477049,1
16.sql,1646843,0.10109372,3932665049,1646843,0.112122378,3932665049,1646843,0.10668239,3932665049,1646843,0.10314634,3932665049,1
17.sql,12469502,0.445461222,5898499225,4547696,0.27988782,5898499225,12470481,0.470479572,5898499225,12470993,0.444000256,5898499225,1
18.sql,2755280,0.707171608,9329913245,2753964,0.744188669,9329913245,2754219,0.7525916,9329913245,2755956,0.703584351,9329913245,1
19.sql,8672981,1.821519606,3606757127,2050574,1.683363338,3606757127,8672985,1.801247572,3606757127,8672985,1.811954474,3606757127,1
20.sql,1396708,0.10626669,1802353049,1397151,0.10988113,1802353049,1397151,0.105173329,1802353049,1397151,0.105772909,1802353049,1
21.sql,180867,0.056452395,1310833055,180871,0.064362049,1310833055,180871,0.059360312,1310833055,180871,0.068525869,1310833055,1
22.sql,393398,0.915202732,6554165275,394353,0.804630509,6554165275,393538,0.799924049,6554165275,394656,0.803548239,6554165275,1
23.sql,12510952,6.478245485,13605980196,10822154,5.919792768,13605980196,12504821,6.433129699,13605980196,12505442,6.595573531,13605980196,1
24.sql,9130921,0.659245356,4098204078,9132572,0.669271386,4098204078,9130638,0.680803192,4098204078,9130638,0.662464253,4098204078,1
25.sql,12473098,0.495667669,5898499225,4400338,0.295587433,5898499225,12473582,0.49210932,5898499225,12473521,0.489181807,5898499225,1
26.sql,2560052,0.150819425,1833086260,2560056,0.179758087,1833086260,2560312,0.155541598,1833086260,2560056,0.150675704,1833086260,1
27.sql,12833413,1.351591097,10905977781,3843823,0.668573041,10905977781,12830821,1.353131874,10905977781,12830415,1.385056531,10905977781,1
28.sql,7293685,1.40820515,21626880000,7295450,1.438780382,21626880000,7293685,1.406506629,21626880000,7293685,1.411946515,21626880000,1
29.sql,13776584,0.476283286,5898499225,5794727,0.317464187,5898499225,13775515,0.476825629,5898499225,13775954,0.481951771,5898499225,1
30.sql,308371,0.148360759,39398229,308371,0.146327706,39398229,308371,0.149349978,39398229,308371,0.136415677,39398229,1
31.sql,7682016,0.449152933,4588530098,3891717,0.276752051,4588530098,7681776,0.422775143,4588530098,7682800,0.448887987,4588530098,1
32.sql,1429173,0.100698154,3604666098,1429177,0.09716796,3604666098,1428921,0.109665574,3604666098,1429177,0.1109358,3604666098,1
33.sql,10807904,0.383792209,6391515147,5325421,0.222781856,6391515147,10808391,0.389933444,6391515147,10810339,0.381945677,6391515147,1
34.sql,8674567,0.325648123,3606292327,5246473,0.260631964,3606292327,8674556,0.329320569,3606292327,8674556,0.341348447,3606292327,1
35.sql,7597189,0.677335187,6422875947,5036473,0.642198792,6422875947,7596693,0.679252447,6422875947,7596437,0.687994391,6422875947,1
36.sql,8633522,0.488634406,3604593127,2955866,0.25394231,3604593127,8633709,0.482450742,3604593127,8633709,0.481835896,3604593127,1
37.sql,2222048,0.099140698,3113073049,2222564,0.11157839,3113073049,2222052,0.109137685,3113073049,2222564,0.106416161,3113073049,1
38.sql,7595384,0.639856423,6395175147,5193288,0.59898379,6395175147,7592584,0.654803575,6395175147,7593608,0.630106632,6395175147,1
39.sql,174752,0.14806287,1310833055,174500,0.136646188,1310833055,174500,0.146888504,1310833055,174756,0.123971124,1310833055,1
40.sql,1770360,0.141062791,2130033055,1770364,0.156623683,2130033055,1770108,0.164498789,2130033055,1770364,0.164878611,2130033055,1
41.sql,9418,0.025335986,80000,9788,0.027757408,80000,9788,0.027830565,80000,9788,0.024111852,80000,50
42.sql,5970124,0.22897719,3604593049,1928368,0.07379733,3604593049,5970442,0.228354193,3604593049,5970442,0.229875724,3604593049,1
43.sql,5861970,0.315459744,3604553127,2431922,0.159618562,3604553127,5861970,0.331408342,3604553127,5861970,0.31665371,3604553127,1
44.sql,7235777,0.776800401,14418000000,7237437,0.759314654,14418000000,7235781,0.779146069,14418000000,7235781,0.767891873,14418000000,1
45.sql,2106332,0.21839095,985357049,2105584,0.216630102,985357049,2105584,0.216885133,985357049,2105584,0.234637295,985357049,1
46.sql,12828497,0.763104096,3607156327,7624787,0.58347285,3607156327,12828489,0.730014065,3607156327,12828489,0.725788151,3607156327,1
47.sql,7252342,1.053381287,3604593127,2902138,0.695480297,3604593127,7252529,1.030342921,3604593127,7252529,1.047405681,3604593127,1
48.sql,11437587,0.617916338,3635717927,3580591,0.352384313,3635717927,11437587,0.614072535,3635717927,11437587,0.624514626,3635717927,1
49.sql,15584886,0.552982637,7245908327,7582853,0.347125027,7245908327,15529874,0.542645573,7245908327,15527893,0.555241934,7245908327,1
50.sql,9345019,0.469419453,4096146176,8190530,0.468506665,4096146176,9344731,0.449329301,4096146176,9344731,0.491455425,4096146176,1
51.sql,7669585,2.852066183,4587666098,4153633,2.731743148,4587666098,7669345,2.864373749,4587666098,7669601,3.930526211,4587666098,1
52.sql,5970779,0.233231279,3604593049,1927941,0.081235405,3604593049,5970783,0.229239923,3604593049,5970783,0.231668435,3604593049,1
53.sql,7252305,0.305252965,3604593127,2708770,0.179723247,3604593127,7252674,0.305781311,3604593127,7252674,0.302823707,3604593127,1
54.sql,9154792,0.382086255,6392256274,5108094,0.229957348,6392256274,9154995,0.369981113,6392256274,9154995,0.372305918,6392256274,1
55.sql,5970779,0.228631754,3604593049,1924152,0.068665928,3604593049,5970783,0.233747423,3604593049,5970783,0.251861263,3604593049,1
56.sql,10805892,0.405322621,6391515147,5319313,0.290128971,6391515147,10801048,0.409691633,6391515147,10801294,0.412384868,6391515147,1
57.sql,2022450,0.378728865,1802353055,2022637,0.406686862,1802353055,2021101,0.396149753,1802353055,2022381,0.415157034,1802353055,1
58.sql,9049021,0.367874679,6390537441,4929938,0.276392444,6390537441,9048273,0.390609541,6390537441,9048017,0.399356997,6390537441,1
59.sql,5864902,0.761150604,3604699303,4833918,0.512874255,3604699303,5864351,0.760197468,3604699303,5865513,0.760445041,3604699303,1
60.sql,10840288,0.393235839,6391515147,5414542,0.257029361,6391515147,10842722,0.398526432,6391515147,10842576,0.390396346,6391515147,1
61.sql,10061304,0.634733128,7213514665,2095295,0.238276814,7213514665,10057866,0.603828182,7213514665,10058890,0.636170471,7213514665,1
62.sql,2316529,0.160178604,983113101,2315777,0.183327547,983113101,2315777,0.153427769,983113101,2315777,0.153454293,983113101,1
63.sql,7252470,0.283644831,3604593127,2707217,0.14901695,3604593127,7252657,0.281727358,3604593127,7252657,0.283458017,3604593127,1
64.sql,22783077,1.119944268,6290255676,12290238,0.821537836,6290255676,22783108,1.080479167,6290255676,22782793,1.090184419,6290255676,1
65.sql,7253464,0.844215241,7209146176,2690986,0.536281135,7209146176,7254748,0.83904528,7209146176,7253724,0.854573391,7209146176,1
66.sql,3880258,0.205290744,2785598950,5311567,0.253027308,2785598950,5308319,0.249262949,2785598950,5309565,0.247599646,2785598950,1
67.sql,8593012,2.897914725,3604593127,2965451,2.634705039,3604593127,8593199,2.853896029,3604593127,8593199,2.905176908,3604593127,1
68.sql,14211805,0.609963565,3607156327,8100960,0.451312445,3607156327,14215893,0.593614816,3607156327,14215125,0.622208631,3607156327,1
69.sql,7498712,0.313909651,6422875947,4789711,0.263049141,6422875947,7499256,0.303159733,6422875947,7497960,0.316776569,6422875947,1
70.sql,5861472,0.624743482,7209106254,2432192,0.390011354,7209106254,5861216,0.596972017,7209106254,5861728,0.620271459,7209106254,1
71.sql,10461017,0.499261958,6390105547,5471220,0.397649756,6390105547,10860984,0.529313983,6390105547,10860984,0.536400557,6390105547,1
72.sql,7515280,0.814014717,3471639564,7515284,0.860159396,3471639564,7515279,0.828581763,3471639564,7515279,0.80190056,3471639564,1
73.sql,8674311,0.302822699,3606292327,5085066,0.221974316,3606292327,8674300,0.307181747,3606292327,8674300,0.290999827,3606292327,1
74.sql,7708890,1.1514112,9182260196,4810999,1.197066908,9182260196,7707626,1.169704233,9182260196,7707370,1.162154165,9182260196,1
75.sql,14906889,1.051345176,7246028327,10319825,0.938164389,7246028327,14908242,1.100319119,7246028327,14908137,1.072958421,7246028327,1
76.sql,13301316,0.482363413,6390099147,12231037,0.46035703,6390099147,13322255,0.486493394,6390099147,13323627,0.486435991,6390099147,1
77.sql,11760868,0.469687935,7246128566,6436191,0.340464776,7246128566,11759572,0.494914309,7246128566,11759828,0.483947665,7246128566,1
78.sql,17646586,1.746962473,7245908327,9698559,1.562719769,7245908327,17646051,1.760812545,7245908327,17645539,1.773790098,7245908327,1
79.sql,12810180,0.525019038,3606292327,7603910,0.351128049,3606292327,12810172,0.528394712,3606292327,12810172,0.528020734,3606292327,1
80.sql,17230601,0.759763951,7246041382,7845512,0.461654047,7246041382,17229309,0.721603741,7246041382,17228797,0.750864861,7246041382,1
81.sql,325206,0.218489668,330349049,325206,0.232890713,330349049,325206,0.190351463,330349049,325206,0.192410507,330349049,1
82.sql,3363898,0.166475614,4915313049,3306515,0.153946665,4915313049,3362622,0.162593475,4915313049,3363902,0.160271639,4915313049,1
83.sql,907082,0.097121731,856706621,907854,0.102952461,856706621,906525,0.098211286,856706621,907037,0.099575548,856706621,1
84.sql,415359,0.107749421,524424020,415359,0.101190583,524424020,412939,0.100658925,524424020,412939,0.098692115,524424020,50
85.sql,3504576,0.542599091,1081740372,3503817,0.537430602,1081740372,3503817,0.543517213,1081740372,3503817,0.534613447,1081740372,1
86.sql,1720955,0.140488847,983153049,1720390,0.142657281,983153049,1720390,0.145740085,983153049,1720390,0.142209448,983153049,1
87.sql,7595896,0.721286671,6395175147,5192520,0.661829808,6395175147,7593864,0.721446668,6395175147,7592840,0.728375775,6395175147,1
88.sql,5861849,1.241574697,28836589424,5862066,1.217902868,28836589424,5861492,1.245644211,28836589424,5860468,1.239416861,28836589424,1
89.sql,7252235,0.311691639,3604593127,2702556,0.161902668,3604593127,7252422,0.309860257,3604593127,7252422,0.308866055,3604593127,1
90.sql,929983,0.074182941,1966268136,1716739,0.117805017,1966268136,1717075,0.11959869,1966268136,1716795,0.118939895,1966268136,500
91.sql,300007,0.102982978,360657055,301031,0.077634922,360657055,301282,0.085389928,360657055,301282,0.10941741,360657055,1
92.sql,1720518,0.146702569,1966266098,1720026,0.149576026,1966266098,1720282,0.155530777,1966266098,1721050,0.136993151,1966266098,1
93.sql,9381337,0.571023141,4096000075,9382999,0.578212318,4096000075,9381031,0.594554099,4096000075,9381031,0.581361813,4096000075,1
94.sql,3131407,0.199300462,2003314255,3130655,0.18022514,2003314255,3130655,0.189724105,2003314255,3130655,0.187958623,2003314255,1
95.sql,3131407,1.515153388,4952434255,3130655,1.408426417,4952434255,3130655,1.406069471,4952434255,3130655,1.408022503,4952434255,1
