query,dataset,run_number,listener_time_sec
query9.sql,tpcds,7,18.37
query90.sql,tpcds,7,13.46
query91.sql,tpcds,7,12.98
query92.sql,tpcds,7,19.23
query93.sql,tpcds,7,23.56
query94.sql,tpcds,7,19.55
query95.sql,tpcds,7,25.11
query96.sql,tpcds,7,12.20
query97.sql,tpcds,7,20.52
query98.sql,tpcds,7,15.25
query99.sql,tpcds,7,14.75
1.sql,tpch,8,31.75
10.sql,tpch,8,22.95
11.sql,tpch,8,13.43
12.sql,tpch,8,18.17
13.sql,tpch,8,18.47
14.sql,tpch,8,14.26
15.sql,tpch,8,17.87
16.sql,tpch,8,20.06
17.sql,tpch,8,37.09
18.sql,tpch,8,33.36
19.sql,tpch,8,15.27
2.sql,tpch,8,20.74
20.sql,tpch,8,23.58
21.sql,tpch,8,32.39
22.sql,tpch,8,14.86
3.sql,tpch,8,21.64
4.sql,tpch,8,18.07
5.sql,tpch,8,26.82
6.sql,tpch,8,12.20
7.sql,tpch,8,24.62
8.sql,tpch,8,28.13
9.sql,tpch,8,33.47
query1.sql,tpcds,8,17.76
query10.sql,tpcds,8,18.61
query11.sql,tpcds,8,43.71
query12.sql,tpcds,8,14.77
query13.sql,tpcds,8,14.18
query14.sql,tpcds,8,8.60
query15.sql,tpcds,8,14.43
query16.sql,tpcds,8,21.27
query17.sql,tpcds,8,26.86
query18.sql,tpcds,8,16.10
query19.sql,tpcds,8,14.96
query2.sql,tpcds,8,16.53
query20.sql,tpcds,8,14.82
query21.sql,tpcds,8,14.39
query22.sql,tpcds,8,14.41
query23.sql,tpcds,8,8.72
query24.sql,tpcds,8,8.60
query25.sql,tpcds,8,28.58
query26.sql,tpcds,8,14.86
query27.sql,tpcds,8,14.97
query28.sql,tpcds,8,23.11
query29.sql,tpcds,8,27.46
query3.sql,tpcds,8,13.19
query30.sql,tpcds,8,8.77
query31.sql,tpcds,8,23.09
query32.sql,tpcds,8,14.29
query33.sql,tpcds,8,17.13
query34.sql,tpcds,8,15.67
query35.sql,tpcds,8,22.05
query36.sql,tpcds,8,15.52
query37.sql,tpcds,8,14.77
query38.sql,tpcds,8,26.12
query39.sql,tpcds,8,8.54
query4.sql,tpcds,8,60.69
query40.sql,tpcds,8,19.18
query41.sql,tpcds,8,12.10
query42.sql,tpcds,8,12.90
query43.sql,tpcds,8,12.89
query44.sql,tpcds,8,17.28
query45.sql,tpcds,8,14.04
query46.sql,tpcds,8,15.68
query47.sql,tpcds,8,33.94
query48.sql,tpcds,8,15.38
query49.sql,tpcds,8,22.69
query5.sql,tpcds,8,21.09
query50.sql,tpcds,8,20.66
query51.sql,tpcds,8,29.63
query52.sql,tpcds,8,13.72
query53.sql,tpcds,8,15.08
query54.sql,tpcds,8,20.46
query55.sql,tpcds,8,14.04
query56.sql,tpcds,8,17.18
query57.sql,tpcds,8,23.62
query58.sql,tpcds,8,17.47
query59.sql,tpcds,8,18.07
query6.sql,tpcds,8,20.19
query60.sql,tpcds,8,17.11
query61.sql,tpcds,8,13.67
query62.sql,tpcds,8,14.58
query63.sql,tpcds,8,14.68
query64.sql,tpcds,8,51.51
query65.sql,tpcds,8,19.74
query66.sql,tpcds,8,17.18
query67.sql,tpcds,8,8.52
query68.sql,tpcds,8,15.59
query69.sql,tpcds,8,17.33
query7.sql,tpcds,8,15.71
query70.sql,tpcds,8,16.40
query71.sql,tpcds,8,15.22
query72.sql,tpcds,8,35.51
query73.sql,tpcds,8,15.03
query74.sql,tpcds,8,41.57
query75.sql,tpcds,8,42.09
query76.sql,tpcds,8,15.49
query77.sql,tpcds,8,35.45
query78.sql,tpcds,8,37.18
query79.sql,tpcds,8,15.41
query8.sql,tpcds,8,14.74
query80.sql,tpcds,8,34.80
query81.sql,tpcds,8,17.35
query82.sql,tpcds,8,15.62
query83.sql,tpcds,8,16.19
query84.sql,tpcds,8,15.06
query85.sql,tpcds,8,18.56
query86.sql,tpcds,8,14.34
query87.sql,tpcds,8,27.36
query88.sql,tpcds,8,17.77
query89.sql,tpcds,8,15.59
query9.sql,tpcds,8,19.36
query90.sql,tpcds,8,13.36
query91.sql,tpcds,8,13.60
query92.sql,tpcds,8,14.10
query93.sql,tpcds,8,24.51
query94.sql,tpcds,8,19.35
query95.sql,tpcds,8,25.81
query96.sql,tpcds,8,12.25
query97.sql,tpcds,8,18.58
query98.sql,tpcds,8,14.79
query99.sql,tpcds,8,14.83
1.sql,tpch,9,30.49
10.sql,tpch,9,23.22
11.sql,tpch,9,13.06
12.sql,tpch,9,17.57
13.sql,tpch,9,18.46
14.sql,tpch,9,15.33
15.sql,tpch,9,17.98
16.sql,tpch,9,20.74
17.sql,tpch,9,35.02
18.sql,tpch,9,35.12
19.sql,tpch,9,15.48
2.sql,tpch,9,21.04
20.sql,tpch,9,23.28
21.sql,tpch,9,32.25
22.sql,tpch,9,15.22
3.sql,tpch,9,20.92
4.sql,tpch,9,17.57
5.sql,tpch,9,26.09
6.sql,tpch,9,12.00
7.sql,tpch,9,25.58
8.sql,tpch,9,28.21
9.sql,tpch,9,33.82
query1.sql,tpcds,9,17.27
query10.sql,tpcds,9,19.61
query11.sql,tpcds,9,41.90
query12.sql,tpcds,9,14.82
query13.sql,tpcds,9,13.86
query14.sql,tpcds,9,8.69
query15.sql,tpcds,9,15.07
query16.sql,tpcds,9,22.36
query17.sql,tpcds,9,27.37
query18.sql,tpcds,9,16.23
query19.sql,tpcds,9,15.06
query2.sql,tpcds,9,17.07
query20.sql,tpcds,9,15.44
query21.sql,tpcds,9,13.90
query22.sql,tpcds,9,14.81
query23.sql,tpcds,9,8.53
query24.sql,tpcds,9,8.48
query25.sql,tpcds,9,28.10
query26.sql,tpcds,9,14.29
query27.sql,tpcds,9,15.82
query28.sql,tpcds,9,23.44
query29.sql,tpcds,9,26.77
query3.sql,tpcds,9,13.25
query30.sql,tpcds,9,8.47
query31.sql,tpcds,9,21.76
query32.sql,tpcds,9,14.17
query33.sql,tpcds,9,16.72
query34.sql,tpcds,9,15.84
query35.sql,tpcds,9,20.85
query36.sql,tpcds,9,14.79
query37.sql,tpcds,9,14.82
query38.sql,tpcds,9,24.88
query39.sql,tpcds,9,8.55
query4.sql,tpcds,9,60.52
query40.sql,tpcds,9,18.76
query41.sql,tpcds,9,12.47
query42.sql,tpcds,9,12.74
query43.sql,tpcds,9,13.47
query44.sql,tpcds,9,16.33
query45.sql,tpcds,9,14.39
query46.sql,tpcds,9,15.67
query47.sql,tpcds,9,33.20
query48.sql,tpcds,9,15.89
query49.sql,tpcds,9,21.99
query5.sql,tpcds,9,21.07
query50.sql,tpcds,9,20.69
query51.sql,tpcds,9,30.26
query52.sql,tpcds,9,13.26
query53.sql,tpcds,9,14.62
query54.sql,tpcds,9,20.01
query55.sql,tpcds,9,13.67
query56.sql,tpcds,9,17.84
query57.sql,tpcds,9,24.35
query58.sql,tpcds,9,16.99
query59.sql,tpcds,9,17.59
query6.sql,tpcds,9,19.79
query60.sql,tpcds,9,18.06
query61.sql,tpcds,9,13.96
query62.sql,tpcds,9,14.38
query63.sql,tpcds,9,14.24
query64.sql,tpcds,9,52.35
query65.sql,tpcds,9,19.15
query66.sql,tpcds,9,16.91
query67.sql,tpcds,9,8.43
query68.sql,tpcds,9,15.98
query69.sql,tpcds,9,16.80
query7.sql,tpcds,9,15.81
query70.sql,tpcds,9,15.84
query71.sql,tpcds,9,16.42
query72.sql,tpcds,9,35.47
query73.sql,tpcds,9,15.32
query74.sql,tpcds,9,42.48
query75.sql,tpcds,9,40.98
query76.sql,tpcds,9,15.35
query77.sql,tpcds,9,36.35
query78.sql,tpcds,9,39.46
query79.sql,tpcds,9,15.08
query8.sql,tpcds,9,14.92
query80.sql,tpcds,9,33.31
query81.sql,tpcds,9,16.99
query82.sql,tpcds,9,14.78
query83.sql,tpcds,9,15.80
query84.sql,tpcds,9,14.70
query85.sql,tpcds,9,17.90
query86.sql,tpcds,9,14.13
query87.sql,tpcds,9,26.48
query88.sql,tpcds,9,18.33
query89.sql,tpcds,9,15.41
query9.sql,tpcds,9,19.36
query90.sql,tpcds,9,13.65
query91.sql,tpcds,9,13.04
query92.sql,tpcds,9,14.12
query93.sql,tpcds,9,23.41
query94.sql,tpcds,9,19.21
query95.sql,tpcds,9,25.87
query96.sql,tpcds,9,12.09
query97.sql,tpcds,9,19.72
query98.sql,tpcds,9,15.18
query99.sql,tpcds,9,14.58
