query,dataset,run_number,listener_nowrite_time
query87.sql,tpcds,7,26.32
query88.sql,tpcds,7,17.27
query89.sql,tpcds,7,15.23
query9.sql,tpcds,7,18.60
query90.sql,tpcds,7,12.80
query91.sql,tpcds,7,13.41
query92.sql,tpcds,7,14.46
query93.sql,tpcds,7,23.64
query94.sql,tpcds,7,19.38
query95.sql,tpcds,7,25.87
query96.sql,tpcds,7,12.11
query97.sql,tpcds,7,19.79
query98.sql,tpcds,7,15.50
query99.sql,tpcds,7,13.96
1.sql,tpch,8,31.24
10.sql,tpch,8,21.98
11.sql,tpch,8,12.51
12.sql,tpch,8,17.79
13.sql,tpch,8,17.07
14.sql,tpch,8,15.00
15.sql,tpch,8,17.58
16.sql,tpch,8,19.69
17.sql,tpch,8,35.43
18.sql,tpch,8,34.00
19.sql,tpch,8,15.57
2.sql,tpch,8,19.65
20.sql,tpch,8,22.50
21.sql,tpch,8,33.79
22.sql,tpch,8,14.68
3.sql,tpch,8,21.68
4.sql,tpch,8,17.16
5.sql,tpch,8,26.09
6.sql,tpch,8,11.98
7.sql,tpch,8,25.41
8.sql,tpch,8,28.13
9.sql,tpch,8,33.88
query1.sql,tpcds,8,17.25
query10.sql,tpcds,8,18.92
query11.sql,tpcds,8,41.60
query12.sql,tpcds,8,14.74
query13.sql,tpcds,8,13.78
query14.sql,tpcds,8,8.67
query15.sql,tpcds,8,14.44
query16.sql,tpcds,8,21.20
query17.sql,tpcds,8,26.37
query18.sql,tpcds,8,16.19
query19.sql,tpcds,8,14.35
query2.sql,tpcds,8,17.28
query20.sql,tpcds,8,14.82
query21.sql,tpcds,8,14.60
query22.sql,tpcds,8,14.13
query23.sql,tpcds,8,8.45
query24.sql,tpcds,8,8.20
query25.sql,tpcds,8,26.97
query26.sql,tpcds,8,14.26
query27.sql,tpcds,8,15.27
query28.sql,tpcds,8,22.49
query29.sql,tpcds,8,27.66
query3.sql,tpcds,8,12.62
query30.sql,tpcds,8,8.54
query31.sql,tpcds,8,23.40
query32.sql,tpcds,8,14.15
query33.sql,tpcds,8,17.95
query34.sql,tpcds,8,15.55
query35.sql,tpcds,8,20.57
query36.sql,tpcds,8,15.03
query37.sql,tpcds,8,14.19
query38.sql,tpcds,8,26.01
query39.sql,tpcds,8,8.59
query4.sql,tpcds,8,59.72
query40.sql,tpcds,8,18.71
query41.sql,tpcds,8,11.56
query42.sql,tpcds,8,12.44
query43.sql,tpcds,8,13.39
query44.sql,tpcds,8,17.07
query45.sql,tpcds,8,13.42
query46.sql,tpcds,8,15.32
query47.sql,tpcds,8,32.89
query48.sql,tpcds,8,14.99
query49.sql,tpcds,8,22.26
query5.sql,tpcds,8,21.81
query50.sql,tpcds,8,19.74
query51.sql,tpcds,8,29.72
query52.sql,tpcds,8,13.02
query53.sql,tpcds,8,15.00
query54.sql,tpcds,8,20.43
query55.sql,tpcds,8,13.93
query56.sql,tpcds,8,17.81
query57.sql,tpcds,8,23.88
query58.sql,tpcds,8,17.21
query59.sql,tpcds,8,17.97
query6.sql,tpcds,8,18.32
query60.sql,tpcds,8,16.97
query61.sql,tpcds,8,14.08
query62.sql,tpcds,8,14.63
query63.sql,tpcds,8,14.60
query64.sql,tpcds,8,50.71
query65.sql,tpcds,8,18.47
query66.sql,tpcds,8,16.78
query67.sql,tpcds,8,8.11
query68.sql,tpcds,8,15.31
query69.sql,tpcds,8,16.25
query7.sql,tpcds,8,15.66
query70.sql,tpcds,8,16.13
query71.sql,tpcds,8,15.95
query72.sql,tpcds,8,34.96
query73.sql,tpcds,8,15.11
query74.sql,tpcds,8,40.80
query75.sql,tpcds,8,41.89
query76.sql,tpcds,8,15.46
query77.sql,tpcds,8,35.52
query78.sql,tpcds,8,39.56
query79.sql,tpcds,8,15.32
query8.sql,tpcds,8,15.09
query80.sql,tpcds,8,33.11
query81.sql,tpcds,8,16.11
query82.sql,tpcds,8,15.04
query83.sql,tpcds,8,14.98
query84.sql,tpcds,8,14.94
query85.sql,tpcds,8,17.85
query86.sql,tpcds,8,14.24
query87.sql,tpcds,8,25.87
query88.sql,tpcds,8,17.93
query89.sql,tpcds,8,15.42
query9.sql,tpcds,8,18.45
query90.sql,tpcds,8,13.76
query91.sql,tpcds,8,13.25
query92.sql,tpcds,8,14.90
query93.sql,tpcds,8,23.43
query94.sql,tpcds,8,18.68
query95.sql,tpcds,8,25.97
query96.sql,tpcds,8,11.69
query97.sql,tpcds,8,20.09
query98.sql,tpcds,8,15.28
query99.sql,tpcds,8,14.73
1.sql,tpch,9,32.28
10.sql,tpch,9,21.44
11.sql,tpch,9,12.68
12.sql,tpch,9,17.67
13.sql,tpch,9,17.58
14.sql,tpch,9,14.58
15.sql,tpch,9,16.98
16.sql,tpch,9,20.04
17.sql,tpch,9,36.19
18.sql,tpch,9,34.60
19.sql,tpch,9,15.03
2.sql,tpch,9,19.48
20.sql,tpch,9,22.81
21.sql,tpch,9,32.44
22.sql,tpch,9,14.87
3.sql,tpch,9,21.62
4.sql,tpch,9,18.13
5.sql,tpch,9,27.12
6.sql,tpch,9,11.64
7.sql,tpch,9,26.04
8.sql,tpch,9,28.79
9.sql,tpch,9,33.21
query1.sql,tpcds,9,17.34
query10.sql,tpcds,9,18.63
query11.sql,tpcds,9,42.70
query12.sql,tpcds,9,14.70
query13.sql,tpcds,9,14.48
query14.sql,tpcds,9,8.60
query15.sql,tpcds,9,15.32
query16.sql,tpcds,9,20.80
query17.sql,tpcds,9,27.21
query18.sql,tpcds,9,15.69
query19.sql,tpcds,9,14.13
query2.sql,tpcds,9,16.54
query20.sql,tpcds,9,14.58
query21.sql,tpcds,9,13.15
query22.sql,tpcds,9,14.37
query23.sql,tpcds,9,8.74
query24.sql,tpcds,9,8.43
query25.sql,tpcds,9,27.94
query26.sql,tpcds,9,15.15
query27.sql,tpcds,9,15.51
query28.sql,tpcds,9,22.02
query29.sql,tpcds,9,25.43
query3.sql,tpcds,9,13.75
query30.sql,tpcds,9,8.67
query31.sql,tpcds,9,22.10
query32.sql,tpcds,9,14.21
query33.sql,tpcds,9,17.11
query34.sql,tpcds,9,15.52
query35.sql,tpcds,9,21.23
query36.sql,tpcds,9,14.91
query37.sql,tpcds,9,14.33
query38.sql,tpcds,9,24.50
query39.sql,tpcds,9,8.26
query4.sql,tpcds,9,59.42
query40.sql,tpcds,9,19.07
query41.sql,tpcds,9,10.83
query42.sql,tpcds,9,12.86
query43.sql,tpcds,9,14.03
query44.sql,tpcds,9,16.16
query45.sql,tpcds,9,13.70
query46.sql,tpcds,9,15.38
query47.sql,tpcds,9,33.49
query48.sql,tpcds,9,15.52
query49.sql,tpcds,9,20.95
query5.sql,tpcds,9,20.09
query50.sql,tpcds,9,20.56
query51.sql,tpcds,9,30.42
query52.sql,tpcds,9,13.11
query53.sql,tpcds,9,14.55
query54.sql,tpcds,9,19.33
query55.sql,tpcds,9,13.78
query56.sql,tpcds,9,16.77
query57.sql,tpcds,9,24.65
query58.sql,tpcds,9,17.20
query59.sql,tpcds,9,17.68
query6.sql,tpcds,9,19.68
query60.sql,tpcds,9,18.02
query61.sql,tpcds,9,14.31
query62.sql,tpcds,9,14.35
query63.sql,tpcds,9,14.42
query64.sql,tpcds,9,50.93
query65.sql,tpcds,9,19.64
query66.sql,tpcds,9,18.02
query67.sql,tpcds,9,8.52
query68.sql,tpcds,9,15.42
query69.sql,tpcds,9,15.87
query7.sql,tpcds,9,15.85
query70.sql,tpcds,9,15.13
query71.sql,tpcds,9,15.02
query72.sql,tpcds,9,33.06
query73.sql,tpcds,9,14.31
query74.sql,tpcds,9,41.53
query75.sql,tpcds,9,41.92
query76.sql,tpcds,9,15.22
query77.sql,tpcds,9,34.63
query78.sql,tpcds,9,37.71
query79.sql,tpcds,9,15.00
query8.sql,tpcds,9,14.74
query80.sql,tpcds,9,32.72
query81.sql,tpcds,9,17.27
query82.sql,tpcds,9,14.87
query83.sql,tpcds,9,15.78
query84.sql,tpcds,9,14.74
query85.sql,tpcds,9,18.44
query86.sql,tpcds,9,14.17
query87.sql,tpcds,9,25.88
query88.sql,tpcds,9,17.45
query89.sql,tpcds,9,15.12
query9.sql,tpcds,9,18.70
query90.sql,tpcds,9,12.61
query91.sql,tpcds,9,13.31
query92.sql,tpcds,9,14.51
query93.sql,tpcds,9,24.06
query94.sql,tpcds,9,18.75
query95.sql,tpcds,9,25.62
query96.sql,tpcds,9,11.81
query97.sql,tpcds,9,19.87
query98.sql,tpcds,9,15.04
query99.sql,tpcds,9,14.19
